token_name,token_symbol,token_address,current_price_usd,time,age,buys,sells,volume,makers,price_change_5m,price_change_1h,price_change_6h,price_change_24h,liquidity,fdv
ONLY PAWS,ONLYPAWS,c6jbbtdqz2gnsxphfqvcgmov3hzptlksyabhhsxhw5ir,0.055573,2024-04-29_15-07-24,60,163,50,37000.0,165,20.18,20.18,20.18,20.18,33000.0,38000.0
Fengi The Cat,FENGI,634ykphbcpbcfddfcikrv9kxa25dgfkkgavyan26htyt,0.00003774,2024-04-29_15-07-24,60,176,25,25000.0,176,1149,1149,1149,1149,96000.0,37000.0
Bidenwifhat,BIDEN,58didgb726acd2rsh5upj7x5ukgxfakwhsfanztkvdsx,0.055184,2024-04-29_15-07-24,120,56,6,12000.0,51,4.91,4.91,4.91,4.91,100000.0,51000.0
Tsukiji,TSUKI,h1ldr5axfvnrc9cdlj24fxsr4b2brufddwc2x9zmaasg,0.052105,2024-04-29_15-07-24,300,322,106,91000.0,300,363,2529,2529,2529,71000.0,18000.0
Arug the Magic Carpet,$ARUG,d4nrrjd2zap9jv4qzay515sru32j3f2xbufdxt52jfkz,0.00003218,2024-04-29_15-07-24,420,153,64,27000.0,171,-29.82,-38.99,-38.99,-38.99,16000.0,31000.0
Jesus wif Bible,JWB,bht3gorsscwuga1b2anlv8y1pfhgkx1cctkkxf3bjbcz,0.00005424,2024-04-29_15-07-24,600,298,168,62000.0,294,-39.47,2.89,2.89,2.89,22000.0,53000.0
Trumpwifhat,Trumpwif,br5qolrxzjm1xkbfrgcrsgnghoxbbcnagfinq6ynk51,0.056531,2024-04-29_15-07-24,660,98,13,50000.0,56,8.66,19.32,19.32,19.32,118000.0,64000.0
Ham The Astrochimp,HAM,ajwczeft2k6sey1e4j2jjadjswsxcznmeckvtywo7mps,0.057051,2024-04-29_15-07-24,780,260,165,43000.0,267,-57.05,-86.65,-86.65,-86.65,79000.0,70000.0
Atomic Token,AtomX,e78bqafhe1ftmn4ieimhth8ahvns2bmsw65cchrjp2nw,0.00001538,2024-04-29_15-07-24,840,367,189,51000.0,333,153,800,800,800,88000.0,15000.0
Raydioom,RAY,fnwagr98lcujy1bhyahaeyj7ndybycd2inuqyk4mqdcc,0.054722,2024-04-29_15-07-24,1140,363,390,68000.0,290,-30.39,249,249,249,24000.0,47000.0
Dragon Hoard Token,DHT,t7yuzzdu9mjigobch2rnathfqfffyscbnnb5va3sdkn,0.001230,2024-04-29_15-07-24,1260,93,17,76000.0,45,-0.99,6.97,6.97,6.97,95000.0,49000.0
KITSUNE,KITSUNE,9omuwbkbvxmr6m9wcaq7y4zoqs9grt69yl1ejmdl9zcd,0.051907,2024-04-29_15-07-24,1560,66,27,27000.0,64,0.77,73.59,73.59,73.59,19000.0,19000.0
Sakurai,SAKURAI,3mgf5jaruwofygckg5zoerkhwyvcstz4b5t1eoezadpu,0.057624,2024-04-29_15-07-24,2160,297,299,17000.0,281,28.06,215,215,215,82000.0,76000.0
CoolCoin,COOL,dbkv4uqdcykthtw9atly4zfdv1mmj6gdwtjtf8mvlzun,0.053366,2024-04-29_15-07-24,2340,17,3,558.0,1,0,24.41,24.41,24.41,60000.0,33000.0
SHIBABOY,SHIBABOY,2ft52sxmeacphxmzgtd42g9gecqzugwzsx3abl3fylhy,0.051077,2024-04-29_15-07-24,2400,170,121,54000.0,169,0.59,-43.88,-43.88,-43.88,18000.0,10000.0
Arab Cat,CARAB,j4hzanr5587je68nu3teybuwff7av1jmibwuldtnayu2,0.067196,2024-04-29_15-07-24,2460,115,112,46000.0,103,20.49,328,328,328,56000.0,57000.0
Kamino,KMNO,4jojm8p5ep77t9mkdmwyqmcbnqpcxoecpybnczuhrstx,0.055166,2024-04-29_15-07-24,2580,339,163,76000.0,203,2.92,34.24,34.24,34.24,897000.0,516000.0
CAT TOKEN,CAT,hnwzqqhdw8fzckwwruxj5bxbjraogpulvvleqvevyh75,0.00002421,2024-04-29_15-07-24,2640,74,41,71000.0,81,0,-20.54,-20.54,-20.54,10000.0,24000.0
mrPOTATO,POTATO,cm3r2r8o1kqy4hmhsc9cy5g2htr8p5zgbq2wvn8e3ip4,0.054172,2024-04-29_15-07-24,2700,256,217,19000.0,249,68.05,172,172,172,36000.0,41000.0
顔無し (Kaonashi),NOFACE,ejbm922ydnnpztnqbqkz857ct6atrt5kpx9bboyrwqtc,0.00007719,2024-04-29_15-07-24,2880,357,336,57000.0,308,18.53,1785,1785,1785,15000.0,77000.0
Alameda Research ,ALAMEDA,ezdd5padrycngkz1gzvqun9fzrpczh77nddzhzvpludo,0.0002006,2024-04-29_15-07-24,3300,773,1187,121000.0,601,10.71,-12.39,-12.39,-12.39,24000.0,20000.0
Solvation,SOLV,3kki7gdj5hlr8plojzegqjzpgldftryxcakesyogxn1z,0.0001160,2024-04-29_15-07-24,3480,255,162,28000.0,242,3.47,6.44,6.44,6.44,56000.0,386000.0
Let's Go Boden,LGB,bpzwi5xappt8zcrwuytiqkutrpcryoxpfqar2lxbx7gv,0.00001134,2024-04-29_15-07-24,660,599,326,63000.0,503,32.14,75.29,675,675,59000.0,11000.0
Silver Surfer Solana,SSS,cig5rzypfeztnwucavnqcuqhk2wdyjvbwnf8fnimhjcn,0.0002007,2024-04-29_15-07-24,720,84,45,10000.0,85,0,-0.87,-0.21,-0.21,26000.0,200000.0
Nihao Cat,NIHAO,7or2j2klh4wmxxyncqwercssd1pw1gsuyck723qqjcpi,0.003036,2024-04-29_15-07-24,1020,3,6,232.0,3,0,-17.72,-17.72,-17.72,12000.0,303000.0
caht,meow,9fy7foktgyp3dlzmvjnrxtb4nk4murx4bwtj5ki52mfh,0.00009944,2024-04-29_15-07-24,1080,429,690,45000.0,399,-1.19,-95.29,-50.99,-50.99,16000.0,994.0
QUACK AINT QUACKING,AIN'TQUACK,3svutpmtgsn6hh74furmkhyz6jjcut46jqutfgloouwy,0.054392,2024-04-29_15-07-24,1080,551,498,119000.0,496,0.12,-69.75,-91.82,-91.82,63000.0,43000.0
Mike Tysol,TYSOL,887amt21sgvuheg2e5raqayhrhahqjprlu4dpuheb9ut,0.066574,2024-04-29_15-07-24,1440,196,391,16000.0,173,0,-12.65,-10.56,-10.56,11000.0,657.0
Wonk,WONK,bxk3yj2k1hcde7aswski5b83yypk2gcrd7atf4mkyfjc,0.069443,2024-04-29_15-07-24,1980,399,462,42000.0,323,-0.72,-21.46,60.80,60.80,14000.0,944.0
Gucci Cat,GUCAT,gz98dqfzc4kyrjtuj5mmytdedhwrngu6m8hbfedf1xam,0.005540,2024-04-29_15-07-24,2100,1151,854,199000.0,848,13.91,-5.35,1711,1711,14000.0,55000.0
FukuFlip,FUKU,6eazjb5czq9pneznjpv9qsxk7od72fpwnct4nhee3afy,0.00004466,2024-04-29_15-07-24,2100,1444,1106,501000.0,1006,-2.92,-44.71,192,192,49000.0,44000.0
CoolCoin,COOL,9yapdswtaoduu79v5h8nteutbqxzpffymgjhftkjh84v,0.053351,2024-04-29_15-07-24,2220,33,8,invalid value: 400,3,1.75,22.85,23.76,23.76,60000.0,33000.0
Quack Capital,QUACK,7afkvh92osy8i4jacgdb2ti6otevdi3mbjxrzbnhfijv,0.0004560,2024-04-29_15-07-24,2280,8786,3997,160000000.0,4385,-0.56,-42.35,3985,3985,337000.0,18000000.0
Fag Inu,FAG,h3amjrgssawjstugfxawswtfqde1fggazuw8sykw3zwb,0.0007457,2024-04-29_15-07-24,2340,81,129,27000.0,146,0,-0.27,-65.50,-65.50,14000.0,746.0
PEPE,PEPE,fr63zeanajqxtakhxst5st37brcpcpmwn6hyjozhlxnp,0.066185,2024-04-29_15-07-24,2400,184,712,14000.0,159,0,-5.27,3.80,3.80,11000.0,619.0
Book of Trillionaire,BOT,2qeusgxrdwsbzkredkqqcegxtdq9knrephhtdzgz1jpi,0.0001164,2024-04-29_15-07-24,2400,415,1061,71000.0,413,0.35,-8.37,-46.19,-46.19,19000.0,11000.0
SamTheCat,SAM,6mjjftvvsykrtuudzxcuqvthfw9hz5zptgcn7okjyujw,0.058517,2024-04-29_15-07-24,2520,163,408,27000.0,165,0.08,-4.77,-68.50,-68.50,14000.0,852.0
FREECZ,FREECZ,7qsryqgr5kqw8jondqer8bonu6a9oztxijbe6dhc6lds,0.059533,2024-04-29_15-07-24,2520,286,235,56000.0,304,0.46,-44.59,-82.44,-82.44,95000.0,95000.0
HurryPutterJeoBodenMew10Inu,SOLANA,d6dobcppqgugxqtk7vnuwan3ckjkw8nrjljqgjw9oz7d,0.052630,2024-04-29_15-07-24,2580,490,520,110000.0,482,-24.68,28.09,-4.15,-4.15,26000.0,26000.0
Quack Capital,QUACK,5h68dnafzxz8gqy2n5lp6aevsn6ktqfy7qssjxmcl7nf,0.001739,2024-04-29_15-07-24,3000,764,813,340000.0,624,0,-26.28,-56.46,-56.46,28000.0,17000.0
FreeCZ,FREECZ,f23slq12kwukpwnvjv5s3t1lcdm4371rdcmyjxk3eieg,0.003163,2024-04-29_15-07-24,3120,385,217,28000.0,165,-9.48,18.29,635,635,17000.0,31000000.0
PROBE,PROBE,8k8gukp4snzvmzvymlmutlh9qlgmpktaoklsgwjxrehr,0.02857,2024-04-29_15-07-24,3360,0,2,788.0,2,0,0,-1.44,-1.44,15000.0,285000000.0
Chimpepe,CHPEP,872whebbam2spp82kkbeupepy2h3dmsprouxrvwcl6as,0.055899,2024-04-29_15-07-24,3540,340,199,14000.0,250,4.78,48.57,321,321,49000.0,58000.0
Erca,$ERCA,9bxv7vjctnek2fyaya1o9wqelrore73nr19zeczumadi,0.054060,2024-04-29_15-07-24,3600,1267,946,372000.0,896,0,-40.75,-93.42,-93.42,62000.0,40000.0
EigenLayer,EIGEN,7qevjgulvu2g1yr6aqrpynhxvss58cxozu4swi7bz3gv,0.0005711,2024-04-29_15-07-24,3840,730,359,213000.0,238,1.96,23.26,50.31,50.31,933000.0,571000.0
Shork Tenk,TENK,bondry5ughg7dlcob4updidtsckgyrxf96vvrihksrks,0.0001887,2024-04-29_15-07-24,840,2551,2053,571000.0,1387,-9.65,101,10204,10204,22000.0,147000.0
CatteCat,CAT,g9nlnhmlyf8bpqvk1fsfxoaanioyfnnbl35tqrd7wjuq,0.00009229,2024-04-29_15-07-24,960,835,692,154000.0,551,24.15,-72.92,1236,1236,52000.0,92000.0
JEWTUBE,JEWTUBE,57fyydn4z4g1dp9pfjxa3pkey8tnxbuhqsj2kgqcvf6w,0.068039,2024-04-29_15-07-24,960,349,328,33000.0,287,0.43,-9.34,-40.81,-40.81,12000.0,804.0
THIEFZ,THIEFZ,hcm6h8ht4mgya6wtoaj11e1hgdyb1goi8ttxuuusybd1,0.053120,2024-04-29_15-07-24,1440,70,46,36000.0,64,0,5.19,-10.68,-10.68,18000.0,31000.0
Sol Sacks,SACKS,pzgurmcly4jsrn36hwc7eqfbm64ngyquwqckapvht3l,0.068429,2024-04-29_15-07-24,1560,463,595,59000.0,363,0,1.47,40.89,40.89,13000.0,843.0
BOOK OF MILLIONAIRES,BOME2.0,bqfg6jvhmkqds8dqxy6rdjvdcqfghhvgdp4xkbjrf6gf,0.051273,2024-04-29_15-07-24,1620,15,5,18000.0,2,0,0,82.44,82.44,18000.0,12000.0
popoPOPOpopo,popo,i6my4szggulhraajlq7xmmbh54lmsrq5c2avguc334p,0.0001627,2024-04-29_15-07-24,1680,4398,3963,13000000.0,1972,46.10,72.83,18028,18028,25000.0,162000.0
dogcat,dogcat,7gzw9yxl4zhcsbzgb6ejthzo3dcr77ib8jeppwwzp6q9,0.06206,2024-04-29_15-07-24,1740,339,229,52000.0,85,-33.71,141,45864,45864,60000.0,62000.0
MTV,MTV,8nulanpnwrocbysldxd3odlfhgw99rxab1vbaaoyfhud,0.0001161,2024-04-29_15-07-24,1800,213,712,46000.0,246,0.44,-5.13,-57.02,-57.02,21000.0,11000.0
deth,deth,6mjysnfqukt5wnkjjjvjucrak4yvdhqmr2rap3xynlcz,0.053707,2024-04-29_15-07-24,1800,585,503,125000.0,500,0,-12.15,-93.00,-93.00,58000.0,36000.0
book of pump.fun,BOPF,96zjvb3bkpboibjmnupasb2jb2gony6gxwfcdfivvpm7,0.054340,2024-04-29_15-07-24,1920,994,830,374000.0,763,0,-67.37,-91.75,-91.75,65000.0,43000.0
Game Of Cats,GOCA,4hvmyszyeruy39fdjaqre6qrz9muqrewf4pawjlptibt,0.0001341,2024-04-29_15-07-24,2160,554,678,111000.0,500,0,-2.15,-47.53,-47.53,21000.0,13000.0
FreeCZ,FREECZ,ckfht1jbqaas5tlgp2ygqp6v5f6czzjzqivcwarqp1tn,0.003283,2024-04-29_15-07-24,3060,3890,2656,58000000.0,1957,-4.64,24.14,5991,5991,660000.0,32000000.0
Wrapped Commune AI,wCOMAI,3ouzvgzqpt4y8d2yrtytkgec5rgu1ufzsehax8crp5lm,0.8786,2024-04-29_15-07-24,3180,143,49,34000.0,143,-3.73,-3.73,12.46,12.46,16000.0,88000.0
Don't Mess With Tesla,DMWTesla,8qvbuadavgqqij6yzhfwt3g4dp4rqcvpyjxdygm4qqec,0.0003478,2024-04-29_15-07-24,3360,1928,880,625000.0,346,1.64,10.48,106,106,488000.0,347000.0
Fxck Raydum,$FRAY,bwiqsnfyipqduhcpvlz2qsk7bcduskifnowtxkhkm4vq,0.053659,2024-04-29_15-07-24,3540,414,252,66000.0,344,-3.36,-10.73,259,259,78000.0,16000.0
Sir Brett,$SRBRETT,3dey61xawcwdkemkrxur8zn3tda6r5bmgjremmsuzbod,0.055179,2024-04-29_15-07-24,3540,938,650,161000.0,657,0.41,-2.66,-90.00,-90.00,69000.0,51000.0
SOL Goodman,SOLG,gb5hkbus15meayzzinbevyn6arbjb1p3fp8ztgd2emyv,0.00008547,2024-04-29_15-07-24,3600,249,398,41000.0,266,0,-4.55,-54.63,-54.63,15000.0,855.0
Quack Capital,QUACK,fyqot5ycrxwqbrtdf27jhyhbbsovoflmxtnbela5blof,0.001029,2024-04-29_15-07-24,3960,154,237,26000.0,202,0,-2.38,-70.46,-70.46,18000.0,10000.0
SAKAMOTO,阪本,e7vjtq3xuddq76nxpvupolgu2mbu5t9hhfewg6srgm2s,0.0001074,2024-04-29_15-07-24,3960,375,416,46000.0,368,0,-1.29,-46.54,-46.54,17000.0,10000.0
MUFFY,MUFFY,gt4zrbl7n57ozjyesgy7kxkkvulq6dpvcl5adgdvdten,0.00002018,2024-04-29_15-07-24,4020,732,630,116000.0,580,-0.45,22.57,133,133,21000.0,20000.0
Murvel,MURVEL,9ykop8jnl3oytybtqccnn6nj9ma4ybp52xhacawvv2rv,0.068202,2024-04-29_15-07-24,4260,292,349,21000.0,238,0,-1.40,36.05,36.05,12000.0,invalid value: 820
Mr.RATBURN,RATBN,cetdcmstk8et9ujqr5nwraufxetceibvc2ekavmxmmgt,0.00007774,2024-04-29_15-07-24,1080,259,185,48000.0,254,0,-1.99,48.38,48.38,26000.0,77000.0
TRANNYMANIACS,TRANY,9ix8wjt4fjkd7tufgrzzebqfkfnznubwbiragmtedyxo,0.055235,2024-04-29_15-07-24,1260,178,279,16000.0,156,0,0,-13.68,-13.68,10000.0,523.0
ALIEN PEPE,$ALIENPEPE,fzydor5cgumfgaeg4cxlzeljoywguxivqkm4vfzwaus6,0.052596,2024-04-29_15-07-24,1320,892,819,182000.0,712,-4.12,-75.92,28.01,28.01,34000.0,25000.0
Solintel,INTEL,bwqy1qshdufgazsmgwruqxnqh3d5uwd8hfh93kiee8sp,0.066581,2024-04-29_15-07-24,1500,66,78,17000.0,76,0,0,-71.22,-71.22,13000.0,658.0
Cobra,Cobra,7l9qnuoexs1ymazznfwdpbzu3ebc6xw8qpgha6mdozbm,0.00002843,2024-04-29_15-07-24,1560,1827,1066,608000.0,323,-1.39,-4.14,66.88,66.88,443000.0,284000.0
The Cheshire Cat,CHESHIRE,3smbe98i7ufnlsiz1kvibivnhut1upjduyuievssaebn,0.00003058,2024-04-29_15-07-24,1620,431,529,51000.0,308,8.48,53.92,155,155,26000.0,30000.0
Kawaii Cat Samurai,CatSamurai,2umhhnde8kfavfgtbspjuyza4epbesjvxxcxao1bow6r,0.00008592,2024-04-29_15-07-24,1680,155,356,19000.0,190,0,-1.65,-57.62,-57.62,15000.0,859.0
Peaver,PVER,3mbgab8ksrdu89yyaf6h2miuqrxn26knzuel3iuwnaps,0.0002933,2024-04-29_15-07-24,1740,1245,1002,767000.0,839,0.71,-17.04,323,323,13000.0,29000.0
Pepe Wif War,PEPEWWAR,dcp7w7w8xquqy2uxchktjy3kduu65x8whbpbkkw4k1wd,0.051105,2024-04-29_15-07-24,1800,62,84,742.0,62,0,0,17.51,17.51,13000.0,11000.0
Vitamin G,G,hs5jhr2xdrtcnxhefhirlm4usnuekaz5n7lirhdzatsj,0.0001923,2024-04-29_15-07-24,1980,531,515,69000.0,466,0,7.20,-55.12,-55.12,29000.0,19000.0
PEPE COLA,PEPECOLA,6sjuhwlvaxrjj3wn4dhzwuqwgbdijqvv4j9zwfkmsqfe,0.055523,2024-04-29_15-07-24,2100,25074,4972,878000.0,2275,2.16,2.43,36.76,36.76,287000.0,552000.0
Hiko The Meow,HIKO,6hfnwnt2xout57fvqmsadzauveyg4tmlpkrtfcqlbzng,0.00003079,2024-04-29_15-07-24,2220,2114,1669,742000.0,1296,3.26,-8.55,-40.23,-40.23,17000.0,30000.0
Kookie Clicker,KOOKIE,128ca9x5cvwbekktfkcbjltt2ezqsfgh1wekwdqedja3,0.057690,2024-04-29_15-07-24,2280,185,232,16000.0,157,0,0,11.81,11.81,14000.0,769.0
CZ In Prison,REMEMBER4,3wgxt4tkzpdnxohgqydwb9k1uqvigc2yzswxiuebaubw,0.051055,2024-04-29_15-07-24,2580,520,739,139000.0,336,0.41,0.84,47.68,47.68,17000.0,10000.0
killer cat,killer,gdrwqubyrqmd8ayxigybmntknkkxy9rzefvxbrrvxmh5,0.0001589,2024-04-29_15-07-24,2640,428,480,60000.0,435,0,-8.74,-37.91,-37.91,24000.0,15000.0
QUACK CAPITAL,QUACK,djgz6pu95qh1ikw8zhcuncnzmlydgmyra3iieuhrkk4t,0.00007826,2024-04-29_15-07-24,2880,122,236,14000.0,177,0,0,-70.87,-70.87,14000.0,783.0
MemeLeon,MEMELEON,atv8oqafpipabl4cjroz7swk9c4tacauifvpdkdu4gve,0.03173,2024-04-29_15-07-24,3120,274,105,46000.0,229,0,-20.15,-29.08,-29.08,11000.0,31000.0
Skibidi Dap Dog 🐕‍🦺,SDD,bb5jhqbmrspdtr1qgscygbxkusua7w3k4rahfhvy7zsn,0.057520,2024-04-29_15-07-24,3300,603,643,63000.0,472,0.21,-8.79,345,345,61000.0,75000.0
Cirque Du Sol,CIRCUS,8wkrtjmxr99xgfprgfiqezemu75yrpz9slfnfwbzasbd,0.051013,2024-04-29_15-07-24,3300,230,373,32000.0,188,0,-2.55,17.40,17.40,11000.0,706.0
Bull Getes,$macro$oft,63h7lhnnvs3b5tn1f5kvu7ity4g5f3rnhjmfeycxlj1h,0.00009442,2024-04-29_15-07-24,3300,963,1135,226000.0,408,0.42,-1.09,-1.94,-1.94,17000.0,944.0
Quacko,QUACKO,e3zznybn8mncatkmkd7uzajwdkrpsny56iae27zkgnox,0.00006661,2024-04-29_15-07-24,3600,1544,974,226000.0,833,2.55,28.73,1533,1533,14000.0,66000.0
ArmandosToken,ARMAT,3jyjqrmsky6t6cizkrrwfxfyqfyomq7ddwgrolhluxds,0.065670,2024-04-29_15-07-24,3720,249,153,13000.0,232,0,0.03,137,137,19000.0,22000.0
Woke Frog,WOFRO,gy34vbfpqfd2mrc566hjyygfa8ytc2fxajbanrsluwa,0.068787,2024-04-29_15-07-24,4020,106,106,26000.0,96,0,5.55,129,129,14000.0,11000.0
不必duck,不必duck,ewea9moistqhrta3rbeokq7pr8dwxxebke3xx3xobb2x,0.0001387,2024-04-29_15-07-24,4320,8682,6727,43000000.0,3818,-12.68,-32.45,166,166,40000.0,132000.0
Tedy,TEDY,9dfpebgkmxcnk7jmxpgwerzx2y6je5ei8akjh89mbbpb,0.0001624,2024-04-29_15-07-24,4320,520,688,110000.0,497,0,0.18,-36.47,-36.47,23000.0,16000.0
PROBE,PROBE,5l6ikxxagbeesne9h4rduuqgssmb7vyjvqf11djpyvrp,0.0001022,2024-04-29_15-07-24,4380,307,216,12000.0,233,-6.75,5.11,2.50,2.50,44000.0,102000.0
Magic Eden,NFT,2lepvshxrczcr6tcwoc4c3ydxfm6phsgs8p6ultbjcu8,0.09547,2024-04-29_15-07-24,4380,23,6,27000.0,8,0,0,1.07,1.07,345000.0,1909000000.0
PEAVERSOL,PVER,2dfazf6taccgjul62hmqbhhznrrprb7uanaxj1jteh5o,0.051813,2024-04-29_15-07-24,1620,134,350,45000.0,114,0,0,-29.21,-29.21,35000.0,18000.0
FrAG,FrAG,a81viq62cezrdtrnpdanzl5ekshusfqj7vm5mr49zp4f,0.00002325,2024-04-29_15-07-24,1800,881,655,259000.0,664,0,-47.42,-55.06,-55.06,14000.0,22000.0
Chonk,Chonk,fz5k5w2fcg3bne4nrtpwyzvsvuvuykaj9n7w8zhdem8y,0.053329,2024-04-29_15-07-24,1980,866,563,195000.0,570,0,-0.36,-93.61,-93.61,55000.0,33000.0
Dexana / 7TSCK87jeA5A2M3g8vwWro2UacnUFL7E2TkQWjePpAZg,DEXANA,7navjteayzdz3vh2iriepmjfryzenwss1faxvlyvtops,0.054730,2024-04-29_15-07-24,1980,38,11,48000.0,8,0,0,135,135,50000.0,47000.0
spongbib,SPONG,ejrwsfapgfkqkxt6efnjazmbtmwnkikgxqeayppyulrd,0.051580,2024-04-29_15-07-24,2100,382,557,74000.0,320,0,-1.47,11.75,11.75,29000.0,15000.0
SOL4GPT  ,SGPT  ,evukd5esobhodvep5hez3vtjbji9oysbz7urm5s3wwx1,0.066224,2024-04-29_15-07-24,2220,59,156,13000.0,59,0,0,-94.46,-94.46,10000.0,622.0
